employee_id,job_role,department,tenure_years,monthly_income,overtime_hours,travel_frequency,job_satisfaction,manager_rating,training_hours,work_life_balance_score,remote_friendly_role,attrition,age,gender,ethnicity,marital_status,disability_status,commute_distance_km
12448,Finance,Technology,4.85,3337.99,20.4,Frequent,5,4,57,1,0,0,26,Other,Asian,Single,,3.3
12449,Analyst,Operations,8.62,1760.5,10.8,Frequent,2,1,42,2,0,1,56,Other,Other,Divorced,Mental,5.7
12450,HR,Finance,0.31,3087.66,10.2,,3,2,57,5,0,0,36,Male,White,Single,,34.4
12451,Analyst,HR,0.92,6075.16,6.3,Occasional,2,4,28,5,1,0,28,Female,Other,Married,Physical,15.5
12452,Manager,Technology,2.05,2210.7,23.7,,3,5,34,2,0,1,41,Female,Mixed,Married,,17.5
12453,Finance,Consulting,5.62,3999.43,13.9,Occasional,4,2,58,2,0,1,38,Other,White,Divorced,,26.1
12454,Consultant,Finance,2.11,4040.97,6.4,Frequent,3,5,52,1,1,0,35,Female,Black,Single,,19.5
12455,Consultant,Operations,4.14,3384.43,33.4,Occasional,2,5,21,5,1,0,43,Other,Mixed,Married,,4.2
12456,HR,HR,0.45,3467.77,12.3,Occasional,2,1,8,3,0,0,21,Male,Other,Single,,23.1
12457,Manager,Consulting,0.87,4086.7,24.1,,3,3,35,2,0,0,19,Other,Other,Married,Mental,7.0
12458,Developer,Operations,3.95,3325.41,48.7,Frequent,1,2,7,2,1,1,34,Other,Other,Divorced,Other,37.3
12459,Manager,Operations,0.54,2293.53,33.0,Occasional,3,1,29,2,1,1,18,Other,Other,Married,,18.5
12460,Consultant,Technology,1.3,4258.04,45.1,Frequent,4,5,29,2,0,1,30,Other,Mixed,Divorced,,21.9
12461,Consultant,Technology,0.92,5288.04,32.5,Occasional,4,5,55,5,0,0,27,Other,White,Divorced,,10.9
12462,Finance,Consulting,1.29,5043.49,13.1,Frequent,1,1,57,3,0,0,34,Male,Mixed,Married,,16.4
12463,Manager,Operations,3.7,3028.32,8.0,Occasional,4,2,30,1,0,0,38,Female,White,Divorced,,26.9
12464,Manager,Technology,1.38,2498.53,12.5,Frequent,2,5,21,4,1,0,60,Female,Asian,Single,,34.6
12465,Consultant,HR,2.43,3658.97,13.3,Occasional,1,2,43,5,0,1,26,Other,Asian,Single,,21.7
12466,Developer,HR,0.32,5881.35,39.5,Frequent,1,1,30,5,0,0,48,Female,White,Single,,16.2
12467,HR,Operations,4.9,4774.72,11.1,Occasional,1,5,39,4,0,0,52,Other,White,Widowed,,8.6
12468,Operations,Technology,1.39,4844.76,5.0,Occasional,3,4,46,4,0,0,27,Female,White,Married,,18.9
12469,HR,Consulting,3.14,5067.83,19.6,Frequent,3,4,27,2,1,0,32,Female,Asian,Married,,5.3
12470,Manager,Consulting,3.88,4504.92,17.1,,1,5,45,3,0,0,62,Female,White,Widowed,Mental,19.9
12471,HR,Consulting,0.71,4144.73,8.4,Occasional,4,3,4,5,0,0,19,Female,White,Married,,23.3
12472,Consultant,HR,6.48,4794.77,11.9,Occasional,2,5,16,5,0,0,55,Male,Mixed,Single,,7.9
12473,Consultant,Technology,2.87,3344.6,46.1,,2,5,51,1,1,1,20,Other,Black,Widowed,,19.9
12474,Manager,Technology,1.68,2302.64,23.6,Occasional,3,5,10,4,0,1,43,Other,Other,Widowed,,16.0
12475,Manager,HR,0.6,4867.6,12.7,Frequent,5,1,21,4,0,0,50,Male,Other,Single,Mental,31.2
12476,Operations,Consulting,8.56,5485.29,8.3,,1,5,46,5,0,0,41,Male,Mixed,Married,,22.0
12477,Operations,Consulting,4.22,2658.12,62.7,Occasional,5,5,24,4,0,0,50,Male,White,Divorced,,28.1
12478,Finance,Operations,0.7,4986.31,52.6,Frequent,2,1,12,2,0,1,47,Male,Black,Divorced,,56.0
12479,Manager,Finance,1.24,6016.92,31.1,Frequent,3,5,35,1,0,0,60,Male,Mixed,Married,,17.7
12480,Developer,Technology,4.98,3997.3,13.8,,3,4,53,5,1,1,21,Other,Black,Divorced,,11.5
12481,HR,Technology,3.57,3018.4,8.0,,3,4,44,1,0,1,60,Male,Asian,Widowed,,12.5
12482,Manager,Technology,4.35,4147.62,8.3,,3,5,57,2,1,1,62,Other,Black,Divorced,,4.0
12483,Analyst,Finance,1.75,3339.36,13.6,Frequent,3,1,44,1,0,1,39,Other,Mixed,Married,,15.7
12484,Finance,Operations,3.78,3259.92,11.0,Occasional,1,5,10,4,0,1,37,Female,Other,Married,,11.2
12485,Analyst,Finance,1.47,4519.82,16.2,Frequent,5,5,4,5,0,0,46,Female,Asian,Married,,14.0
12486,Consultant,Consulting,0.71,2075.52,15.6,Frequent,2,2,56,1,1,1,38,Female,Black,Widowed,,7.2
12487,Operations,Consulting,3.0,2267.29,6.9,,2,3,57,3,0,0,62,Male,Other,Married,,9.5
12488,HR,Technology,11.19,4023.15,7.1,Occasional,3,1,13,5,1,0,34,Male,Black,Divorced,,7.2
12489,Manager,HR,1.12,3973.23,12.8,Frequent,3,3,21,1,0,0,19,Female,Black,Married,,19.9
12490,Analyst,Technology,1.85,4412.27,15.3,,3,2,2,5,1,0,51,Male,White,Married,Physical,17.5
12491,HR,HR,3.36,6250.27,43.5,,4,3,49,1,0,1,39,Female,Other,Married,,11.6
12492,Consultant,Finance,2.34,4125.42,20.4,Occasional,2,5,34,1,1,1,23,Other,Asian,Widowed,,12.2
12493,Operations,Consulting,5.56,4717.81,19.8,Occasional,3,4,31,4,1,0,42,Other,Asian,Widowed,,16.8
12494,Developer,HR,4.3,2829.36,21.0,,5,1,37,1,0,0,19,Other,Asian,Widowed,Mental,20.1
12495,Finance,Finance,0.18,4921.53,36.6,Occasional,4,1,57,3,0,0,60,Other,Black,Widowed,,13.4
12496,HR,Consulting,19.35,3368.33,136.9,Occasional,1,5,39,4,0,1,34,Female,Other,Single,,2.0
12497,HR,HR,4.19,4085.7,10.3,Frequent,4,3,23,3,0,0,26,Other,Asian,Single,,14.3
12498,Developer,Technology,5.98,3869.38,59.5,Occasional,4,1,27,3,1,1,37,Other,Asian,Divorced,Physical,11.6
12499,HR,Technology,3.16,5239.57,4.3,,4,2,20,2,0,0,54,Male,Black,Married,,10.3
12500,Consultant,Technology,5.82,2428.03,12.9,Occasional,5,2,48,3,0,1,32,Other,Mixed,Widowed,,16.0
12501,Consultant,Finance,0.36,1500.0,6.3,Frequent,2,3,32,1,0,1,43,Other,Asian,Widowed,,3.5
12502,Developer,Technology,1.28,3743.88,26.8,Occasional,3,2,27,5,0,0,42,Female,Other,Married,,15.7
12503,Finance,Operations,6.27,4562.24,32.4,Frequent,5,4,38,4,0,1,48,Male,Asian,Married,,20.0
12504,Manager,Consulting,0.68,4182.72,5.0,Occasional,5,5,49,4,0,0,47,Male,Black,Single,,26.6
12505,Analyst,Finance,0.24,5478.65,35.2,Occasional,3,1,35,4,1,1,27,Male,Mixed,Married,Mental,10.9
12506,Manager,Technology,4.66,4524.85,21.4,,4,5,9,5,0,0,55,Male,Mixed,Single,,19.1
12507,HR,Consulting,5.41,3323.38,29.7,,1,3,36,3,1,0,62,Female,Other,Married,Physical,4.5
12508,Analyst,HR,0.53,1500.0,38.8,Occasional,4,5,39,2,0,0,38,Female,Mixed,Married,,21.5
12509,Developer,Technology,5.78,3715.23,27.3,Occasional,4,1,57,1,0,0,41,Female,Asian,Widowed,,25.2
12510,Developer,Consulting,3.48,5233.55,4.1,Frequent,2,1,24,4,1,0,51,Other,White,Widowed,,2.4
12511,Finance,Operations,2.2,3529.54,11.9,Frequent,4,3,44,1,0,0,45,Male,Black,Single,,7.8
12512,Analyst,HR,5.32,4033.98,4.7,,1,1,16,3,1,1,54,Male,Asian,Married,,7.9
12513,Consultant,Operations,1.63,4505.63,2.1,Occasional,5,2,56,2,0,1,41,Female,Asian,Widowed,Mental,6.4
12514,Analyst,Consulting,0.65,2781.65,5.9,Occasional,4,5,52,4,0,0,46,Male,Black,Single,,19.9
12515,HR,Operations,1.01,4747.88,12.6,Frequent,5,4,3,3,1,0,34,Other,Black,Widowed,,2.8
12516,Consultant,Consulting,2.11,5964.55,56.5,Occasional,2,4,9,2,0,1,56,Male,Asian,Divorced,,17.3
12517,Operations,Consulting,2.27,3792.62,16.0,Occasional,1,4,52,4,1,1,41,Other,Mixed,Single,,9.5
12518,Operations,Operations,4.91,2645.12,21.5,Occasional,3,3,24,3,0,0,34,Male,Other,Divorced,,16.3
12519,Operations,Consulting,4.7,3920.08,10.6,Frequent,3,4,31,1,1,0,54,Male,Asian,Married,Mental,28.2
12520,Developer,Technology,2.61,1500.0,13.9,Frequent,2,5,7,5,0,0,23,Female,White,Single,,17.2
12521,Analyst,Consulting,4.55,4404.28,17.3,Frequent,1,1,41,4,1,1,59,Other,Asian,Divorced,,6.7
12522,Operations,Finance,0.64,4542.73,13.3,Occasional,5,2,44,2,0,1,54,Male,White,Married,Physical,23.2
12523,Manager,Consulting,0.15,6010.76,24.9,Frequent,2,4,11,2,0,1,63,Male,Asian,Single,Physical,10.2
12524,Finance,Finance,6.21,3767.21,9.7,,4,4,20,5,0,1,48,Female,Asian,Married,,7.0
12525,Manager,Consulting,0.24,4490.18,4.3,,5,4,44,5,0,0,37,Other,White,Divorced,Mental,34.7
12526,Operations,Consulting,0.85,2966.45,3.4,Frequent,4,2,26,3,1,0,63,Other,Other,Single,,8.2
12527,Finance,Operations,3.57,3572.29,30.6,Frequent,4,5,29,5,1,0,19,Female,White,Married,,8.9
12528,HR,Technology,1.58,2169.78,1.0,Occasional,5,4,9,4,0,0,58,Male,Other,Married,,9.1
12529,Manager,Technology,6.27,3766.25,13.7,Frequent,4,1,20,5,0,0,35,Other,Other,Widowed,Physical,14.5
12530,Analyst,HR,1.06,3633.63,6.1,Frequent,3,3,0,4,1,0,39,Female,White,Divorced,,27.7
12531,Analyst,Operations,0.04,4359.04,25.5,,5,2,8,1,1,0,58,Female,Black,Single,Mental,16.2
12532,Manager,Operations,1.07,3251.68,16.4,,2,5,2,5,1,1,54,Female,White,Single,,18.2
12533,Operations,Technology,2.59,4100.01,16.7,,3,1,48,1,1,1,43,Female,Black,Married,Physical,4.1
12534,Analyst,Operations,1.41,3599.94,17.9,,2,2,52,2,0,0,29,Female,Asian,Divorced,Mental,2.8
12535,HR,Technology,2.3,3602.2,17.4,Frequent,1,2,41,5,0,0,23,Male,Black,Married,Physical,29.5
12536,Consultant,Operations,6.28,4096.43,4.3,,2,3,18,2,0,0,34,Other,Mixed,Married,,16.8
12537,Operations,Consulting,7.31,4048.63,11.1,Occasional,5,3,5,1,1,0,31,Female,Asian,Single,,6.5
12538,HR,Technology,0.93,4913.41,7.7,Occasional,2,5,6,2,0,0,27,Male,Asian,Married,,37.3
12539,Finance,Technology,1.86,3855.23,9.0,Frequent,1,4,42,1,0,1,43,Male,Black,Single,,7.3
12540,HR,Finance,2.39,3580.14,17.6,Occasional,4,3,15,3,0,0,20,Female,Black,Single,Physical,15.0
12541,Operations,Operations,8.93,3783.03,30.8,,5,5,35,1,0,0,59,Other,Mixed,Widowed,Mental,5.2
12542,Finance,Operations,19.75,3142.4,30.0,,3,2,3,3,0,0,63,Female,Asian,Single,,12.1
12543,Operations,Technology,0.81,3568.11,19.9,Occasional,3,4,17,2,0,0,32,Female,Black,Widowed,,15.5
12544,Analyst,Consulting,3.89,6437.39,11.7,Frequent,2,1,31,1,1,0,33,Other,White,Married,,24.7
12545,Consultant,Consulting,1.42,2904.79,16.7,,3,2,31,3,1,0,55,Female,Other,Single,,19.2
12546,Operations,Consulting,0.02,3665.61,27.4,,1,5,17,1,1,0,31,Male,Other,Single,,5.7
12547,Operations,Operations,0.03,3535.01,8.9,Occasional,3,1,38,4,0,1,53,Male,Black,Widowed,,17.8
12548,Analyst,Finance,1.85,3703.39,16.2,Frequent,2,2,42,4,1,1,30,Other,Mixed,Widowed,,25.5
12549,Developer,Technology,2.01,3602.51,10.5,Frequent,3,3,36,2,1,1,44,Other,Black,Single,,33.8
12550,Analyst,HR,0.07,4335.09,8.8,Occasional,4,5,52,4,0,1,25,Female,Mixed,Divorced,,26.4
12551,Finance,Finance,3.48,1947.79,15.4,,4,1,27,5,1,0,40,Male,Asian,Divorced,,11.2
12552,Analyst,HR,1.04,5244.61,11.7,Occasional,3,3,49,3,1,1,58,Male,White,Widowed,,27.0
12553,Analyst,Finance,2.46,4759.1,20.3,Occasional,5,1,38,5,0,0,28,Female,Asian,Single,,7.3
12554,Consultant,Consulting,1.07,2508.55,11.9,Occasional,3,4,1,4,1,0,22,Other,White,Married,,6.5
12555,Analyst,Operations,0.55,1500.0,14.4,,4,4,59,2,1,0,22,Male,Mixed,Married,,14.6
12556,Operations,HR,1.57,2827.51,4.3,,4,5,36,5,0,0,42,Male,Black,Divorced,,11.4
12557,Consultant,Finance,0.79,3708.8,28.3,Occasional,1,1,36,2,1,0,35,Female,Black,Divorced,Other,18.0
12558,Manager,Operations,2.3,7096.35,28.6,Frequent,2,4,50,1,0,1,41,Other,Black,Married,,15.9
12559,Developer,HR,0.67,4651.91,7.7,Occasional,1,2,1,5,0,1,26,Female,Black,Widowed,,14.7
12560,Consultant,Technology,2.13,1830.89,8.3,,5,2,18,1,0,0,60,Male,Asian,Single,,16.4
12561,Finance,Finance,0.51,3172.41,18.3,Frequent,2,4,58,5,0,1,28,Female,Asian,Divorced,,17.9
12562,Manager,Technology,3.33,3936.15,10.9,Frequent,3,4,4,3,0,0,31,Female,Mixed,Single,,9.1
12563,Consultant,Consulting,4.21,4304.42,19.8,,3,5,43,2,1,1,59,Other,White,Widowed,,5.4
12564,Consultant,Technology,0.35,2422.3,40.9,,5,5,12,1,0,0,26,Female,White,Widowed,,16.1
12565,Developer,Technology,1.89,3838.01,8.0,Occasional,4,2,21,4,0,0,22,Male,White,Divorced,,25.0
12566,Operations,Finance,0.22,3138.83,29.8,,3,3,51,5,0,0,44,Male,Black,Widowed,,13.1
12567,Finance,Consulting,2.74,2675.49,6.8,Frequent,1,1,6,1,0,0,28,Other,Asian,Married,,6.6
12568,HR,Technology,0.92,4311.51,9.0,Occasional,4,3,1,5,0,0,45,Female,Other,Widowed,Physical,13.7
12569,HR,Operations,2.25,4928.65,18.4,Occasional,3,5,53,5,0,0,26,Other,Other,Divorced,,12.5
12570,Consultant,HR,2.19,5009.25,24.7,Frequent,4,3,13,5,0,0,30,Female,Black,Widowed,,21.8
12571,Analyst,Technology,7.75,4689.26,40.1,,2,5,24,1,1,0,36,Other,Other,Widowed,Mental,12.1
12572,Finance,Consulting,2.39,3403.16,49.5,Occasional,3,3,25,1,0,1,25,Female,White,Divorced,,1.6
12573,Manager,Technology,2.62,4857.46,12.8,Frequent,3,2,4,5,0,0,21,Other,White,Divorced,,9.5
12574,Analyst,HR,1.54,4370.87,16.1,Frequent,4,5,19,4,0,0,61,Female,Mixed,Single,,13.3
12575,Analyst,Consulting,8.93,4160.73,20.6,Frequent,2,2,56,2,1,0,42,Male,Black,Married,,7.3
12576,Finance,Finance,4.5,3265.97,15.5,,1,3,53,5,0,1,24,Female,Mixed,Divorced,Mental,12.4
12577,Operations,Consulting,1.01,3403.75,12.7,,2,4,11,4,0,0,44,Female,White,Widowed,,3.2
12578,Consultant,Finance,5.58,4088.66,10.3,,1,4,35,2,1,1,57,Female,Asian,Single,,20.5
12579,Consultant,Consulting,1.7,6927.85,24.9,,5,1,30,5,1,1,40,Other,Black,Widowed,Physical,1.9
12580,Consultant,HR,5.29,4361.49,40.3,Frequent,2,4,16,2,0,1,57,Male,Mixed,Married,Mental,20.8
12581,Consultant,HR,5.19,3266.57,3.8,Occasional,1,1,15,5,1,0,46,Other,Mixed,Widowed,,6.9
12582,HR,Consulting,0.63,3001.13,13.5,Frequent,4,3,56,1,0,0,53,Male,White,Single,,8.1
12583,Consultant,Technology,3.62,3409.88,3.9,Occasional,1,1,9,5,0,0,27,Other,Mixed,Married,,10.1
12584,HR,HR,1.03,6612.75,23.9,Occasional,5,1,34,5,1,1,49,Female,White,Widowed,,29.9
12585,HR,Finance,1.06,3520.89,8.8,Occasional,1,1,53,5,1,1,64,Female,Asian,Single,,4.8
12586,Operations,Finance,1.05,5088.24,36.6,,2,2,32,5,1,0,40,Other,Mixed,Widowed,,17.8
12587,Consultant,Operations,3.88,3548.89,14.3,Frequent,1,1,37,4,0,1,57,Female,White,Married,,10.5
12588,Developer,Finance,0.78,4313.42,24.1,Occasional,2,5,34,3,0,1,64,Other,White,Widowed,,6.8
12589,Manager,Operations,0.0,4950.09,7.9,Frequent,5,3,50,4,1,0,41,Other,Asian,Widowed,,21.1
12590,Analyst,Consulting,3.77,3313.72,17.9,,1,2,26,4,0,1,38,Male,Mixed,Single,,7.0
12591,HR,Consulting,0.56,3230.67,17.7,Occasional,1,5,6,1,1,0,56,Female,Asian,Widowed,,8.3
12592,Finance,Consulting,0.33,5990.64,21.5,,5,3,26,5,0,0,57,Female,Asian,Divorced,Other,9.8
12593,Finance,Technology,0.81,5181.51,9.7,,1,2,40,4,0,0,46,Female,Asian,Married,,32.0
12594,Manager,Technology,1.43,4948.81,34.5,Frequent,2,3,53,2,0,0,62,Other,Mixed,Single,,2.0
12595,Finance,Operations,1.94,4944.73,20.6,Occasional,3,4,11,5,0,0,62,Male,Other,Divorced,Physical,8.2
12596,Developer,Finance,0.14,4551.49,39.0,,3,3,45,1,0,0,44,Female,White,Divorced,,13.1
12597,Finance,Finance,10.58,6421.33,4.4,Frequent,2,4,32,1,0,1,51,Other,White,Married,,14.0
12598,Analyst,Consulting,3.78,4052.69,18.0,Occasional,1,4,56,2,0,0,43,Female,Asian,Single,,10.4
12599,Analyst,HR,1.17,4692.71,13.9,Occasional,2,3,12,1,0,1,32,Male,Asian,Divorced,,32.5
12600,HR,Technology,1.15,2258.9,50.3,,5,4,52,5,0,0,23,Other,Other,Widowed,,9.2
12601,Consultant,Technology,1.79,3010.05,25.3,,2,2,1,3,0,1,42,Other,Black,Divorced,,18.4
12602,Operations,Consulting,2.95,2559.02,15.7,,3,4,2,3,0,0,35,Other,White,Married,,22.3
12603,Developer,Technology,0.47,5528.88,24.2,,4,1,10,4,1,0,24,Other,Black,Divorced,,5.2
12604,HR,Consulting,0.63,1500.0,11.4,Occasional,5,2,4,1,0,1,19,Male,Asian,Single,,6.2
12605,Developer,Operations,5.89,3517.23,22.1,,1,2,59,5,1,0,51,Other,White,Divorced,Physical,13.4
12606,Consultant,Finance,0.89,1500.0,69.3,,2,2,1,2,0,0,18,Other,White,Divorced,,12.0
12607,Finance,HR,1.44,3002.45,10.2,,5,1,45,2,0,0,63,Other,Asian,Married,,14.3
12608,Finance,Finance,6.15,3410.86,17.7,Occasional,3,1,27,5,1,1,19,Male,Black,Divorced,,7.7
12609,Operations,Finance,3.26,5661.85,8.5,Frequent,1,1,12,5,0,0,59,Female,Black,Divorced,,12.4
12610,Consultant,Operations,1.25,4475.95,7.3,Frequent,2,1,45,2,0,0,53,Female,Mixed,Single,,16.3
12611,HR,Technology,3.45,3000.23,30.0,Occasional,2,1,59,1,0,1,21,Male,Mixed,Married,,10.5
12612,Operations,HR,0.06,5279.16,5.8,Frequent,1,5,34,4,0,0,45,Male,Other,Married,Mental,21.4
12613,Consultant,Technology,3.99,4021.4,21.9,Occasional,4,5,39,4,1,0,40,Other,Other,Married,Other,6.0
12614,Manager,Finance,2.0,4045.08,28.8,,4,1,12,4,1,1,56,Male,Black,Married,,9.5
12615,Analyst,Consulting,5.03,2556.79,11.8,Frequent,5,2,53,5,1,0,37,Female,Asian,Widowed,,31.4
12616,Operations,Finance,9.28,2811.98,38.1,Occasional,2,4,11,2,0,0,54,Female,Black,Widowed,,14.9
12617,Operations,Technology,7.8,3009.88,35.8,Occasional,5,4,17,2,1,0,61,Female,White,Widowed,,15.3
12618,HR,Finance,7.2,4055.75,11.7,,1,5,17,2,0,1,29,Male,Mixed,Married,,11.9
12619,Developer,Consulting,2.15,4093.46,5.0,Occasional,5,1,16,2,0,0,49,Male,Mixed,Married,,29.5
12620,Manager,Operations,1.34,5852.91,23.1,Frequent,2,3,38,2,0,1,55,Other,Black,Widowed,,9.1
12621,HR,Technology,1.88,4462.07,15.3,,4,4,21,3,0,1,48,Other,White,Married,,19.2
12622,Consultant,Finance,3.51,1500.0,18.5,Occasional,4,4,12,5,1,0,35,Other,Black,Divorced,,31.8
12623,Consultant,Technology,6.46,4315.17,22.9,,1,2,44,5,0,1,46,Other,Black,Single,,20.4
12624,Consultant,Operations,0.7,2259.98,4.1,Occasional,3,4,37,3,0,0,51,Other,Black,Married,Other,21.9
12625,Consultant,Finance,7.51,2840.83,11.2,Frequent,5,5,52,4,1,0,46,Male,White,Divorced,,37.6
12626,Developer,Finance,5.07,3025.4,46.8,Frequent,1,1,18,1,1,1,44,Female,Mixed,Divorced,,19.5
12627,Manager,Technology,11.57,3203.99,19.0,,4,1,23,5,0,1,48,Other,Asian,Widowed,,3.7
12628,Finance,Technology,6.37,2349.82,24.1,Occasional,2,4,18,5,0,1,51,Other,Other,Single,,9.6
12629,Analyst,Consulting,0.99,4244.18,17.8,,2,3,20,3,0,1,34,Female,White,Married,,19.1
12630,Developer,Operations,0.34,2307.04,23.6,,3,5,23,5,0,1,37,Female,Mixed,Married,,12.2
12631,Developer,Consulting,0.36,4428.0,35.3,Frequent,3,4,29,5,0,1,48,Female,Black,Single,Mental,12.7
12632,Finance,Finance,1.03,6684.37,2.2,,4,5,27,4,1,0,48,Female,Asian,Divorced,,26.8
12633,Finance,Technology,2.86,2404.77,27.5,Occasional,3,3,47,3,0,1,56,Male,Other,Married,,13.0
12634,Analyst,Finance,4.89,3658.59,15.5,Frequent,3,5,34,5,0,0,38,Female,Other,Married,,21.0
12635,Analyst,Finance,6.89,1500.0,30.8,Occasional,2,5,45,2,0,0,24,Other,White,Single,Mental,6.6
12636,Finance,HR,2.93,3638.88,12.1,,5,5,52,3,0,0,49,Female,Black,Divorced,,13.6
12637,Consultant,HR,0.02,4771.26,11.7,Frequent,2,1,58,4,1,0,29,Other,Black,Divorced,,18.0
12638,Developer,Finance,0.62,4864.77,5.6,Occasional,2,3,37,1,1,0,40,Male,Asian,Divorced,,11.3
12639,HR,Technology,0.32,4092.84,15.8,Occasional,4,1,16,5,0,1,60,Other,Other,Married,,14.3
12640,Analyst,Finance,1.35,5067.12,5.3,,4,2,47,2,1,0,60,Male,White,Divorced,,8.9
12641,Analyst,HR,2.09,7055.27,14.8,Occasional,5,4,33,2,0,0,57,Other,Black,Single,,19.7
12642,Finance,Technology,0.13,6054.77,18.5,,1,1,54,1,1,0,23,Male,Other,Widowed,,4.5
12643,Manager,Finance,1.29,3372.97,9.1,,3,5,8,3,0,0,49,Female,Other,Widowed,,13.1
12644,HR,Operations,0.59,2258.68,3.7,,3,2,12,4,0,1,55,Male,Mixed,Single,,6.6
12645,HR,Operations,3.12,3512.62,2.8,,2,3,13,5,0,0,32,Female,Asian,Single,,39.6
12646,Analyst,Finance,1.87,2863.62,7.0,Frequent,2,3,25,5,0,1,43,Male,Black,Single,,9.0
12647,Consultant,Technology,2.05,4541.62,2.6,Occasional,5,1,51,5,0,0,37,Female,Mixed,Divorced,Mental,18.7
12648,Manager,Finance,1.67,2582.57,18.2,Occasional,3,5,20,2,1,0,29,Male,Asian,Single,,8.0
12649,HR,Finance,9.37,3912.61,70.5,Frequent,2,5,43,3,1,1,58,Other,Mixed,Married,,11.2
12650,Analyst,HR,0.73,5005.62,5.5,,2,3,19,1,1,1,62,Other,Black,Widowed,,18.3
12651,HR,Operations,2.18,3879.16,81.7,,4,5,10,3,0,0,64,Other,White,Married,,4.0
12652,Operations,HR,4.0,2864.42,17.7,,1,4,50,4,0,0,64,Female,Mixed,Married,,8.9
12653,Manager,HR,2.44,5409.78,20.5,,5,1,41,4,1,1,43,Other,Mixed,Divorced,Physical,6.6
12654,Manager,Finance,7.94,1745.22,3.9,Frequent,1,1,49,1,0,0,47,Other,Other,Divorced,,26.6
12655,Operations,HR,1.42,3606.65,18.8,Occasional,1,5,34,2,0,1,46,Male,Black,Widowed,,15.7
12656,Developer,Operations,1.87,3950.01,10.6,,5,3,47,1,0,0,47,Other,Mixed,Divorced,,29.5
12657,Operations,HR,0.28,4019.09,44.9,,3,4,30,4,1,0,30,Female,White,Divorced,,20.4
12658,Finance,Operations,2.82,4216.6,2.8,,2,4,17,2,1,1,58,Female,Mixed,Widowed,,14.0
12659,Finance,HR,1.02,4732.53,10.8,Occasional,5,4,13,3,1,0,60,Male,Asian,Single,Mental,13.7
12660,Analyst,Operations,0.52,3957.51,8.1,Occasional,2,2,55,4,1,0,39,Female,White,Widowed,,34.2
12661,Manager,HR,2.36,3558.33,21.1,Frequent,4,5,48,2,1,1,60,Female,White,Widowed,Physical,37.4
12662,Developer,HR,2.28,3510.89,1.3,Occasional,1,4,4,2,1,0,58,Male,Mixed,Single,,22.7
12663,Developer,Technology,0.24,3266.18,43.9,Occasional,4,5,16,5,0,1,34,Other,Mixed,Single,,17.6
12664,HR,Operations,3.59,4945.05,20.5,,1,3,20,3,1,1,40,Male,Other,Widowed,,11.2
12665,HR,Operations,2.93,3224.17,19.4,Occasional,3,3,13,2,0,1,42,Male,Black,Single,,16.7
12666,Operations,Operations,0.63,5016.13,5.8,,5,3,2,1,0,1,23,Other,Other,Single,,10.4
12667,Developer,Consulting,1.9,4022.8,28.5,Frequent,3,2,30,3,1,1,54,Male,Asian,Widowed,Physical,17.0
12668,Operations,HR,3.82,3374.49,26.5,,1,3,24,3,1,0,43,Female,Black,Single,,24.2
12669,Operations,Operations,2.26,4742.09,37.5,Frequent,4,5,46,4,0,0,38,Male,Other,Married,,20.6
12670,HR,Consulting,1.51,3127.06,12.8,Occasional,1,1,43,3,0,0,52,Other,Other,Divorced,,13.6
12671,Manager,Technology,1.17,4765.82,3.6,Frequent,3,1,16,3,1,1,23,Other,Mixed,Divorced,,11.0
12672,Operations,Operations,2.83,4255.27,9.4,,3,5,25,5,0,0,39,Male,Other,Widowed,,14.4
12673,Consultant,Operations,8.4,3284.41,31.6,Occasional,4,1,16,3,1,1,34,Other,Mixed,Single,,4.3
12674,Manager,Consulting,3.34,4634.36,10.9,Occasional,4,4,55,2,1,0,28,Male,White,Married,,14.9
12675,Developer,HR,0.23,4655.91,57.5,,3,1,18,1,0,0,21,Female,Black,Single,,2.9
12676,Developer,Technology,1.85,5389.02,29.0,Occasional,1,2,26,5,1,1,61,Female,Mixed,Single,,22.4
12677,Operations,Operations,6.64,5159.38,52.3,,1,3,6,5,1,1,27,Other,Other,Single,Mental,17.2
12678,Manager,HR,0.3,4589.53,11.4,Frequent,5,1,25,5,0,0,34,Other,Mixed,Widowed,,20.6
12679,HR,Technology,13.5,2646.89,22.5,Frequent,3,1,4,5,0,1,55,Male,White,Divorced,,14.6
12680,HR,Finance,8.93,6938.3,7.0,Occasional,5,2,1,4,1,0,35,Female,Asian,Divorced,,68.1
12681,Finance,Finance,0.24,2315.66,30.1,,3,2,15,5,0,1,36,Other,Asian,Married,,37.3
12682,Developer,Technology,8.13,5139.12,23.7,,5,1,44,4,0,0,39,Female,White,Married,,16.3
12683,Analyst,Consulting,1.35,4517.54,27.9,Frequent,2,4,10,4,1,0,32,Male,Other,Single,,14.0
12684,Finance,Technology,5.59,2591.03,12.2,,1,1,38,3,0,0,61,Female,Black,Married,,10.2
12685,HR,Technology,1.63,3850.84,18.2,Occasional,1,4,22,1,0,1,36,Male,Black,Married,,4.6
12686,Manager,Consulting,1.74,3905.5,17.5,Occasional,2,3,34,3,0,0,42,Other,Mixed,Married,,7.6
12687,HR,Consulting,3.02,5566.7,12.3,Frequent,4,5,5,4,0,1,54,Other,Asian,Single,,9.7
12688,Manager,HR,4.47,3144.03,19.0,,2,3,36,3,0,0,35,Other,White,Single,,18.9
